OrgID,FisYear,Score,CScore,ControversiesScore,ResourceUseScore,EmissionsScore,InnovationScore,WorkforceScore,HumanRightsScore,CommunityScore,ProductRespScore,ManagementScore,ShareholdersScore,CSRStrategyScore,OrgName,PrimExchg,tick
10625,2018,0.677176843,0.677176843,0.833333333,0.938943894,0.634948097,0.812043796,0.817567568,0.460573477,0.936486487,0.795652174,0.432113145,0.358569052,0.755581669,Deere & Company,NYS,DE
12284,2018,0.649117741,0.649117741,0.833333333,0.785714286,0.67,0.986842105,0.71969697,0.904255319,0.704545455,0.515151515,0.250415973,0.719966722,0.686839013,Procter & Gamble Co,NYS,PG
12284,2019,0.710933427,0.710933427,1,0.860655738,0.801587302,0.987804878,0.756944444,0.888888889,0.666666667,0.735714286,0.245706107,0.709764631,0.953580902,Procter & Gamble Co,NYS,PG
12284,2022,,,,,,,,,,,,,,Procter & Gamble Co,NYS,PG
12284,2021,0.751522743,0.459094705,0.166666667,0.858108108,0.756578947,0.989583333,0.833333333,0.902985075,0.666666667,0.753012048,0.42309805,0.801290854,0.869066667,Procter & Gamble Co,NYS,PG
12284,2017,0.653593942,0.401796971,0.15,0.693181818,0.633333333,0.986111111,0.782258065,0.906976744,0.717741936,0.516129032,0.296023312,0.718717861,0.697931035,Procter & Gamble Co,NYS,PG
12284,2020,0.73099548,0.423190048,0.115384615,0.858208955,0.746376812,0.987804878,0.841772152,0.893442623,0.664556962,0.746753247,0.331826138,0.761522754,0.855417755,Procter & Gamble Co,NYS,PG
12286,2018,0.674600673,0.399800336,0.125,0.595238095,0.6171875,0.627906977,0.760273973,0.862745098,0.664383562,0.75,0.430116473,0.759234609,0.995887192,Coca-Cola Co,NYS,KO
12286,2022,,,,,,,,,,,,,,Coca-Cola Co,NYS,KO
12286,2019,0.673947689,0.673947689,0.805555556,0.793333333,0.424050633,0.608695652,0.823863636,0.875,0.630681818,0.737179487,0.471851145,0.495706107,0.99602122,Coca-Cola Co,NYS,KO
12286,2017,0.711223656,0.455611828,0.2,0.622807018,0.720338983,0.630952381,0.725352113,0.863636364,0.64084507,0.93220339,0.460233116,0.767055194,0.937931035,Coca-Cola Co,NYS,KO
12286,2021,0.785832542,0.580416271,0.375,0.824468085,0.645,0.909090909,0.90952381,0.895061728,0.823809524,0.752525253,0.604916232,0.852925021,0.9584,Coca-Cola Co,NYS,KO
12286,2020,0.779383716,0.548782767,0.318181818,0.844827586,0.553763441,0.916666667,0.905,0.909090909,0.875,0.793478261,0.63054259,0.561114352,0.996736292,Coca-Cola Co,NYS,KO
12287,2021,0.870312354,0.586197844,0.302083333,0.926300578,0.969476744,0.458115183,0.990909091,0.933566434,0.944010417,0.884831461,0.636226312,0.910876133,0.869066667,Altria Group Inc,NYS,MO
12287,2017,0.871379317,0.846403944,0.821428571,0.751533742,0.99689441,0.551724138,0.963768116,0.928571429,0.785024155,0.902631579,0.826019883,0.924065821,0.844827586,Altria Group Inc,NYS,MO
12287,2022,,,,,,,,,,,,,,Altria Group Inc,NYS,MO
12287,2020,0.830081037,0.620922872,0.411764706,0.885483871,0.962662338,0.502857143,0.995677233,0.939215686,0.940751445,0.886792453,0.447928822,0.851662777,0.855417755,Altria Group Inc,NYS,MO
12287,2019,0.882935338,0.45890953,0.034883721,0.854651163,0.990079365,0.54964539,0.984589041,0.927536232,0.940068493,0.883763838,0.777830789,0.814408397,0.84571176,Altria Group Inc,NYS,MO
12287,2018,0.874123848,0.874123848,1,0.857487923,0.997560976,0.531531532,0.985596708,0.934131737,0.952674897,0.893333333,0.686356073,0.872712146,0.843125734,Altria Group Inc,NYS,MO
14412,2017,0.64828419,0.64828419,1,0.91,0.372340426,0.4,0.5546875,0.955555556,0.7265625,0.491666667,0.620481928,0.93373494,0.449275362,Logitech International SA,SWX,LOGI
14412,2021,0.799863221,0.799863221,1,0.940217391,0.950549451,0.432432432,0.919047619,0.93452381,0.914285714,0.367647059,0.988986784,0.887665198,0.728658537,Logitech International SA,SWX,LOGI
14412,2018,0.645650303,0.645650303,1,0.940677966,0.640350877,0.4,0.464285714,0.943396226,0.735714286,0.477272727,0.582706767,0.913533835,0.505319149,Logitech International SA,SWX,LOGI
14412,2022,0.797295905,0.797295905,1,0.940217391,0.950549451,0.432432432,0.919047619,0.93452381,0.914285714,0.367647059,0.975770925,0.883259912,0.731707317,Logitech International SA,SWX,LOGI
14412,2019,0.67739156,0.67739156,1,0.891304348,0.698529412,0.37037037,0.65625,0.941666667,0.75625,0.430555556,0.803225807,0.480645161,0.531818182,Logitech International SA,SWX,LOGI
14412,2020,0.700864858,0.700864858,1,0.932926829,0.765060241,0.40625,0.651041667,0.936708861,0.765625,0.387096774,0.740654206,0.904205608,0.716783217,Logitech International SA,SWX,LOGI
14412,2017,0.64828419,0.64828419,1,0.91,0.372340426,0.4,0.5546875,0.955555556,0.7265625,0.491666667,0.620481928,0.93373494,0.449275362,Logitech International SA,SWX,LOGIT
14412,2021,0.799863221,0.799863221,1,0.940217391,0.950549451,0.432432432,0.919047619,0.93452381,0.914285714,0.367647059,0.988986784,0.887665198,0.728658537,Logitech International SA,SWX,LOGIT
14412,2018,0.645650303,0.645650303,1,0.940677966,0.640350877,0.4,0.464285714,0.943396226,0.735714286,0.477272727,0.582706767,0.913533835,0.505319149,Logitech International SA,SWX,LOGIT
14412,2022,0.797295905,0.797295905,1,0.940217391,0.950549451,0.432432432,0.919047619,0.93452381,0.914285714,0.367647059,0.975770925,0.883259912,0.731707317,Logitech International SA,SWX,LOGIT
14412,2019,0.67739156,0.67739156,1,0.891304348,0.698529412,0.37037037,0.65625,0.941666667,0.75625,0.430555556,0.803225807,0.480645161,0.531818182,Logitech International SA,SWX,LOGIT
14412,2020,0.700864858,0.700864858,1,0.932926829,0.765060241,0.40625,0.651041667,0.936708861,0.765625,0.387096774,0.740654206,0.904205608,0.716783217,Logitech International SA,SWX,LOGIT
16970,2021,0.740558646,0.47742218,0.214285714,0.869426752,0.669491525,0.336734694,0.85,0.77972028,0.997368421,0.217877095,0.75,0.75,0.5,Schlumberger NV,NYS,SLB
16970,2022,,,,,,,,,,,,,,Schlumberger NV,NYS,SLB
16970,2019,0.735501754,0.735501754,0.875,0.927350427,0.751851852,0.3625,0.824503311,0.639784946,0.970198676,0.221014493,0.75,0.75,0.5,Schlumberger NV,NYS,SLB
16970,2020,0.75841249,0.75841249,0.919354839,0.886986301,0.723602485,0.355555556,0.877840909,0.801587302,0.997159091,0.225308642,0.75,0.75,0.5,Schlumberger NV,NYS,SLB
16970,2017,0.729985457,0.729985457,1,0.970238095,0.889423077,0.333333333,0.841911765,0.422413793,0.959558824,0.24796748,0.75,0.75,0.5,Schlumberger NV,NYS,SLB
16970,2018,0.741514332,0.741514332,1,0.922018349,0.795833333,0.338709677,0.782758621,0.67948718,0.955172414,0.253846154,0.75,0.75,0.5,Schlumberger NV,NYS,SLB
17424,2022,,,,,,,,,,,,,,Macmahon Holdings Limited,ASX,MCHX
17424,2019,0.306912631,0.306912631,0.5078125,0.12191358,0.207055215,0,0.823308271,0.036,0.520050125,0.649206349,0.32960199,0.289800995,0.475806452,Macmahon Holdings Limited,ASX,MCHX
17424,2020,0.384024519,0.384024519,0.664893617,0.14075067,0.220899471,0,0.776643991,0.306506849,0.497732426,0.659836066,0.422588833,0.696700508,0.455719557,Macmahon Holdings Limited,ASX,MCHX
17424,2017,0.366841121,0.366841121,1,0.223790323,0.215648855,0,0.824695122,0,0.408536585,0.495726496,0.803299492,0.303299492,0,Macmahon Holdings Limited,ASX,MCHX
17424,2021,0.48728269,0.48728269,0.713414634,0.409307876,0.607638889,0,0.745360825,0.304804805,0.516494845,0.645522388,0.531990521,0.219194313,0.690553746,Macmahon Holdings Limited,ASX,MCHX
17424,2018,0.283461724,0.283461724,1,0.184981685,0.169039146,0,0.804913295,0,0.380057804,0.498098859,0.434508816,0.205289673,0,Macmahon Holdings Limited,ASX,MCHX
17424,2022,,,,,,,,,,,,,,Macmahon Holdings Limited,ASX,MACMA
17424,2019,0.306912631,0.306912631,0.5078125,0.12191358,0.207055215,0,0.823308271,0.036,0.520050125,0.649206349,0.32960199,0.289800995,0.475806452,Macmahon Holdings Limited,ASX,MACMA
17424,2020,0.384024519,0.384024519,0.664893617,0.14075067,0.220899471,0,0.776643991,0.306506849,0.497732426,0.659836066,0.422588833,0.696700508,0.455719557,Macmahon Holdings Limited,ASX,MACMA
17424,2017,0.366841121,0.366841121,1,0.223790323,0.215648855,0,0.824695122,0,0.408536585,0.495726496,0.803299492,0.303299492,0,Macmahon Holdings Limited,ASX,MACMA
17424,2021,0.48728269,0.48728269,0.713414634,0.409307876,0.607638889,0,0.745360825,0.304804805,0.516494845,0.645522388,0.531990521,0.219194313,0.690553746,Macmahon Holdings Limited,ASX,MACMA
17424,2018,0.283461724,0.283461724,1,0.184981685,0.169039146,0,0.804913295,0,0.380057804,0.498098859,0.434508816,0.205289673,0,Macmahon Holdings Limited,ASX,MACMA
18176,2022,,,,,,,,,,,,,,Abbott Laboratories,NYS,ABT
18176,2021,0.822819602,0.58032872,0.337837838,0.849726776,0.991620112,0.5,0.984693878,0.61849711,0.947278912,0.840350877,0.801016204,0.870777259,0.869066667,Abbott Laboratories,NYS,ABT
18176,2020,0.82988755,0.505852866,0.181818182,0.821875,0.983108108,0.5,0.984210526,0.637820513,0.956140351,0.855839416,0.781651109,0.991102684,0.855417755,Abbott Laboratories,NYS,ABT
18176,2018,0.777809911,0.604814046,0.431818182,0.829896907,0.95,0.5,0.973300971,0.560606061,0.97815534,0.787564767,0.683028286,0.867720466,0.843125734,Abbott Laboratories,NYS,ABT
18176,2019,0.810136584,0.568861396,0.327586207,0.790983607,0.945378151,0.5,0.989361702,0.6125,0.976595745,0.864253394,0.752703562,0.856075064,0.84571176,Abbott Laboratories,NYS,ABT
18176,2017,0.821289174,0.821289174,0.866666667,0.84375,0.944444444,0.5,0.980337079,0.566666667,0.985955056,0.816568047,0.82327734,0.909667467,0.844827586,Abbott Laboratories,NYS,ABT
18181,2018,0.745443094,0.700846547,0.65625,0.75,0.606382979,0.861111111,0.65,0.671428571,0.78,0.644444444,0.877703827,0.989184692,0.391891892,Honeywell International Inc,NSM,HON
18181,2022,,,,,,,,,,,,,,Honeywell International Inc,NSM,HON
18181,2020,0.815829183,0.815829183,1,0.741071429,0.732758621,0.860465116,0.771186441,0.840425532,0.694915254,0.764150943,0.975933489,0.978558927,0.523825065,Honeywell International Inc,NSM,HON
18181,2021,0.811820442,0.760076888,0.708333333,0.717741936,0.7578125,0.866666667,0.71969697,0.833333333,0.734848485,0.758333333,0.957841252,0.97706674,0.5536,Honeywell International Inc,NSM,HON
18181,2017,0.678960849,0.678960849,1,0.75,0.551282051,0.838709677,0.5,0.759259259,0.779069767,0.602564103,0.547994515,0.992629414,0.409655172,Honeywell International Inc,NSM,HON
18181,2019,0.751482923,0.751482923,0.9375,0.724489796,0.683673469,0.871794872,0.656862745,0.5875,0.725490196,0.760416667,0.919688295,0.993479644,0.368258179,Honeywell International Inc,NSM,HON
18183,2020,0.758866428,0.736889354,0.714912281,0.960348163,0.975763016,0.038043478,0.810265283,0.380053908,0.905997693,0.964547677,0.914381564,0.869165694,0.855417755,American Express Company,NYS,AXP
18183,2019,0.784749778,0.725708222,0.666666667,0.96627907,0.957700651,0.037735849,0.856532357,0.379807692,0.935897436,0.967277487,0.955947837,0.852894402,0.953580902,American Express Company,NYS,AXP
18183,2018,0.722987162,0.584054557,0.445121951,0.911764706,0.88451087,0.03219697,0.823962517,0.377431907,0.924364123,0.970282318,0.754242929,0.824126456,0.951821387,American Express Company,NYS,AXP
18183,2017,0.727997754,0.727997754,0.891891892,0.870805369,0.903908795,0.02173913,0.827561328,0.394179894,0.94011544,0.970345964,0.764655468,0.893212204,0.844827586,American Express Company,NYS,AXP
18183,2021,0.739881472,0.605922045,0.471962617,0.965805471,0.95523416,0.069565217,0.813686314,0.358333333,0.916583417,0.967860906,0.820241692,0.871326559,0.869066667,American Express Company,NYS,AXP
18183,2022,,,,,,,,,,,,,,American Express Company,NYS,AXP
18189,2022,,,,,,,,,,,,,,Archer-Daniels-Midland Co,NYS,ADM
18189,2017,0.787671076,0.787671076,1,0.843558282,0.661490683,0.896551724,0.611111111,0.833333333,0.731884058,0.8,0.94943435,0.571648954,0.968965517,Archer-Daniels-Midland Co,NYS,ADM
18189,2018,0.765400935,0.765400935,1,0.852657005,0.617073171,0.873873874,0.602880658,0.841317365,0.697530864,0.777777778,0.876705491,0.611480865,0.951821387,Archer-Daniels-Midland Co,NYS,ADM
18189,2021,0.832714734,0.770524034,0.708333333,0.854046243,0.699127907,0.856020942,0.845454546,0.933566434,0.868489583,0.782303371,0.860340566,0.720543807,0.977333333,Archer-Daniels-Midland Co,NYS,ADM
18189,2019,0.809752015,0.806038798,0.802325581,0.835271318,0.712301587,0.875886525,0.741438356,0.835748792,0.881849315,0.756457565,0.93336514,0.546278626,0.953580902,Archer-Daniels-Midland Co,NYS,ADM
18189,2020,0.839918105,0.625841405,0.411764706,0.85,0.728896104,0.871428571,0.92074928,0.858823529,0.854046243,0.767295598,0.931884481,0.62995916,0.97421671,Archer-Daniels-Midland Co,NYS,ADM
18194,2022,,,,,,,,,,,,,,Baxter International Inc,NYS,BAX
18194,2021,0.868567141,0.868567141,1,0.942622951,0.902234637,0.5,0.991496599,0.644508671,0.909863946,0.961403509,0.888904147,0.935869267,0.9584,Baxter International Inc,NYS,BAX
18194,2020,0.805066891,0.550260718,0.295454546,0.953125,0.861486487,0.5,0.994736842,0.608974359,0.773684211,0.917883212,0.737310385,0.959597433,0.949412533,Baxter International Inc,NYS,BAX
18194,2018,0.858328296,0.858328296,1,0.953608247,0.894444444,0.5,0.997572816,0.626262626,0.822815534,0.932642487,0.927620632,0.873710483,0.98119859,Baxter International Inc,NYS,BAX
18194,2017,0.837501802,0.837501802,1,0.94375,0.880952381,0.5,0.997191011,0.64,0.83988764,0.946745562,0.845560507,0.82499143,0.937931035,Baxter International Inc,NYS,BAX
18194,2019,0.85078627,0.520220721,0.189655172,0.954918033,0.928571429,0.5,0.99787234,0.541666667,0.80212766,0.923076923,0.921278626,0.954357506,0.981874447,Baxter International Inc,NYS,BAX
18195,2022,,,,,,,,,,,,,,Verizon Communications Inc.,NYS,VZ
18195,2019,0.766970759,0.50848538,0.25,0.962068966,0.644366197,0.63,0.754237288,0.69379845,0.694915254,0.970238095,0.667779898,0.75206743,0.953580902,Verizon Communications Inc.,NYS,VZ
18195,2021,0.758522899,0.594377728,0.430232558,0.943113773,0.635542169,0.61682243,0.842783505,0.625,0.636597938,0.946236559,0.651606702,0.809804999,0.977333333,Verizon Communications Inc.,NYS,VZ
18195,2020,0.774301364,0.441696137,0.109090909,0.953416149,0.621019108,0.615740741,0.902631579,0.657342657,0.67631579,0.953038674,0.663798133,0.74752042,0.97421671,Verizon Communications Inc.,NYS,VZ
18195,2017,0.661281657,0.429325039,0.197368421,0.913934426,0.668,0.144444444,0.742424242,0.595,0.815151515,0.690322581,0.55382242,0.774597189,0.844827586,Verizon Communications Inc.,NYS,VZ
18195,2018,0.715775866,0.64078267,0.565789474,0.936567164,0.667938931,0.643617021,0.792397661,0.543103448,0.710526316,0.87345679,0.571547421,0.745923461,0.843125734,Verizon Communications Inc.,NYS,VZ
18198,2022,,,,,,,,,,,,,,Boeing Co,NYS,BA
18198,2019,0.801072638,0.416161319,0.03125,0.75,0.801587302,0.766666667,0.765060241,0.958333333,0.981927711,0.813333333,0.688136132,0.940362595,0.368258179,Boeing Co,NYS,BA
18198,2017,0.801802687,0.547960167,0.294117647,0.785714286,0.822916667,0.841463415,0.715277778,0.989583333,0.847222222,0.485074627,0.856187864,0.799280082,0.409655172,Boeing Co,NYS,BA
18198,2020,0.798908016,0.432062704,0.065217391,0.95625,0.83974359,0.733333333,0.921052632,0.946969697,0.994736842,0.837209302,0.47651692,0.843786464,0.78002611,Boeing Co,NYS,BA
18198,2021,0.801605944,0.430802972,0.06,0.981707317,0.85443038,0.723404255,0.984375,0.941176471,0.765625,0.825842697,0.543394672,0.920763527,0.798666667,Boeing Co,NYS,BA
18198,2018,0.789183612,0.468121218,0.147058824,0.768518519,0.805555556,0.80952381,0.801369863,0.95,0.835616438,0.419117647,0.839434276,0.796505824,0.391891892,Boeing Co,NYS,BA
18201,2019,0.551091001,0.551091001,0.861111111,0.765486726,0.890243902,0.5,0.558394161,0.307228916,0.974452555,0.23015873,0.103212468,0.853530534,0.84571176,CSX Corporation,NSM,CSX
18201,2022,,,,,,,,,,,,,,CSX Corporation,NSM,CSX
18201,2017,0.53669989,0.53669989,0.9375,0.78,0.913793103,0.5,0.565420561,0.393617021,0.976635514,0.202247191,0.048508742,0.708090504,0.697931035,CSX Corporation,NSM,CSX
18201,2018,0.566216016,0.566216016,1,0.775862069,0.945,0.5,0.642857143,0.346774194,0.970588235,0.225961539,0.106322795,0.852412646,0.686839013,CSX Corporation,NSM,CSX
18201,2021,0.582295428,0.582295428,1,0.603225807,0.905487805,0.5,0.552777778,0.180672269,0.963888889,0.227810651,0.379428728,0.929414996,0.869066667,CSX Corporation,NSM,CSX
18201,2020,0.53826322,0.53826322,1,0.775735294,0.902027027,0.5,0.551829268,0.197115385,0.966463415,0.241935484,0.121207701,0.676925321,0.855417755,CSX Corporation,NSM,CSX
18202,2018,0.877841639,0.846328227,0.814814815,0.81884058,0.817073171,0.567567568,0.965020576,0.934131737,0.997942387,0.964444444,0.857071547,0.655074875,0.8960047,Campbell Soup Company,NYS,CPB
18202,2020,0.78262498,0.597194843,0.411764706,0.875806452,0.793831169,0.525714286,0.871757925,0.939215686,0.998554913,0.841194969,0.433343057,0.705221704,0.855417755,Campbell Soup Company,NYS,CPB
18202,2021,0.78082262,0.744577977,0.708333333,0.865606936,0.832848837,0.479057592,0.863636364,0.933566434,0.998697917,0.846910112,0.46923922,0.508514145,0.869066667,Campbell Soup Company,NYS,CPB
18202,2022,,,,,,,,,,,,,,Campbell Soup Company,NYS,CPB
18202,2019,0.832839373,0.832839373,0.918604651,0.839147287,0.775793651,0.578014184,0.909246575,0.927536232,0.998287671,0.955719557,0.622614504,0.737436387,0.953580902,Campbell Soup Company,NYS,CPB
18202,2017,0.918550534,0.869989553,0.821428571,0.886503068,0.928571429,0.591954023,0.973429952,0.928571429,0.997584541,0.957894737,0.916523826,0.722146041,0.995862069,Campbell Soup Company,NYS,CPB
18203,2019,0.686273404,0.686273404,1,0.96875,0.674647887,0.418639053,0.813380282,0.747706422,0.935446009,0.701799486,0.603212468,0.673505089,0.755526083,Caterpillar Inc.,NYS,CAT
18203,2021,0.802144054,0.708214884,0.614285714,0.938715953,0.75,0.811659193,0.77787307,0.732832618,0.947684391,0.71,0.86995331,0.46923922,0.869066667,Caterpillar Inc.,NYS,CAT
18203,2022,,,,,,,,,,,,,,Caterpillar Inc.,NYS,CAT
18203,2017,0.648770429,0.648770429,0.823529412,0.96184739,0.550209205,0.363839286,0.799050633,0.799528302,0.928797468,0.736111111,0.479088104,0.66660953,0.762758621,Caterpillar Inc.,NYS,CAT
18203,2020,0.743208097,0.743208097,0.975609756,0.968682505,0.675110132,0.419708029,0.718164794,0.743498818,0.944756554,0.710261569,0.914089848,0.731184364,0.767950392,Caterpillar Inc.,NYS,CAT
18203,2018,0.693238716,0.693238716,1,0.981848185,0.652249135,0.416058394,0.852702703,0.761648746,0.933783784,0.72173913,0.604825291,0.647753744,0.843125734,Caterpillar Inc.,NYS,CAT
18206,2020,0.902448009,0.902448009,1,0.992537313,0.934782609,0.902439024,0.930379747,0.893442623,0.981012658,0.980519481,0.7376021,0.760647608,0.97421671,Colgate-Palmolive Company,NYS,CL
18206,2022,,,,,,,,,,,,,,Colgate-Palmolive Company,NYS,CL
18206,2021,0.919100033,0.919100033,1,0.966216216,0.927631579,0.916666667,0.936781609,0.902985075,0.982758621,0.981927711,0.829579786,0.776023071,0.977333333,Colgate-Palmolive Company,NYS,CL
18206,2018,0.878041619,0.878041619,1,0.969387755,0.71,0.894736842,0.871212121,0.904255319,0.992424242,0.886363636,0.796173045,0.965557404,0.92479436,Colgate-Palmolive Company,NYS,CL
18206,2017,0.903961407,0.903961407,1,0.965909091,0.677777778,0.888888889,0.879032258,0.906976744,0.959677419,0.89516129,0.965546795,0.9580048,0.968965517,Colgate-Palmolive Company,NYS,CL
18206,2019,0.843899673,0.838616503,0.833333333,0.975409836,0.753968254,0.902439024,0.868055556,0.888888889,0.993055556,0.864285714,0.666507634,0.721215013,0.953580902,Colgate-Palmolive Company,NYS,CL
18208,2022,,,,,,,,,,,,,,Corning Incorporated,NYS,GLW
18208,2021,0.680323599,0.680323599,1,0.728571429,0.715,0.346153846,0.9625,0.298913044,0.995833333,0.411504425,0.703240868,0.831227685,0.798666667,Corning Incorporated,NYS,GLW
18208,2019,0.581395844,0.581395844,1,0.69375,0.366666667,0.3125,0.664893617,0.328571429,0.877659575,0.438202247,0.699268448,0.91269084,0.368258179,Corning Incorporated,NYS,GLW
18208,2018,0.592005738,0.592005738,1,0.674242424,0.375,0.320512821,0.715189873,0.346774194,0.905063291,0.474025974,0.706655574,0.896672213,0.391891892,Corning Incorporated,NYS,GLW
18208,2020,0.613091988,0.613091988,1,0.698979592,0.479381443,0.344262295,0.682608696,0.333333333,0.9,0.45754717,0.719807468,0.844953326,0.57343342,Corning Incorporated,NYS,GLW
18208,2017,0.592987777,0.592987777,1,0.481818182,0.460784314,0.296875,0.753521127,0.29,0.894366197,0.537878788,0.789338361,0.979945149,0.409655172,Corning Incorporated,NYS,GLW
18211,2022,,,,,,,,,,,,,,Moody's Corporation,NYS,MCO
18211,2020,0.731118344,0.731118344,0.979591837,0.927983539,0.875925926,0,0.995626822,0.36,0.983965015,0.280373832,0.906213536,0.760064177,0.97421671,Moody's Corporation,NYS,MCO
18211,2021,0.689414457,0.676228968,0.663043478,0.95819398,0.848909657,0,0.988402062,0.336956522,0.970360825,0.278846154,0.819967042,0.497253502,0.977333333,Moody's Corporation,NYS,MCO
18211,2018,0.661399015,0.661399015,1,0.709375,0.814705882,0,0.867346939,0.039285714,0.989795918,0.276785714,0.98718802,0.835108153,0.686839013,Moody's Corporation,NYS,MCO
18211,2019,0.734042189,0.734042189,1,0.863402062,0.864678899,0,0.913120567,0.32,0.987588653,0.269961977,0.968034351,0.92096056,0.953580902,Moody's Corporation,NYS,MCO
18211,2017,0.645873955,0.645873955,0.805555556,0.714814815,0.667857143,0,0.937209302,0.044117647,0.969767442,0.299465241,0.923723003,0.863387042,0.697931035,Moody's Corporation,NYS,MCO
18215,2017,0.762029848,0.411317954,0.060606061,0.953804348,0.927906977,0.795918367,0.856299213,0.588785047,0.950787402,0.967741936,0.494172095,0.340932465,0.844827586,Exxon Mobil Corp,NYS,XOM
18215,2018,0.735941046,0.390192745,0.044444444,0.942211055,0.915909091,0.815789474,0.812992126,0.475409836,0.942913386,0.980676329,0.475041597,0.354908486,0.843125734,Exxon Mobil Corp,NYS,XOM
18215,2021,0.673261906,0.36579762,0.058333333,0.78458498,0.829749104,0.803191489,0.619601329,0.383663366,0.941860465,0.970260223,0.499176051,0.481323812,0.778933333,Exxon Mobil Corp,NYS,XOM
18215,2019,0.707181917,0.368014035,0.028846154,0.905963303,0.83677686,0.803030303,0.792134832,0.457792208,0.956928839,0.973568282,0.414281171,0.358301527,0.84571176,Exxon Mobil Corp,NYS,XOM
18215,2022,,,,,,,,,,,,,,Exxon Mobil Corp,NYS,XOM
18215,2020,0.663316772,0.343377136,0.0234375,0.83677686,0.847169811,0.795454546,0.649825784,0.389473684,0.925087108,0.970703125,0.459014002,0.169340724,0.767950392,Exxon Mobil Corp,NYS,XOM
18218,2019,0.808018479,0.41963424,0.03125,0.867346939,0.62244898,0.923076923,0.696078431,0.875,0.598039216,0.625,0.967716285,0.73139313,0.98938992,General Electric Company,NYS,GE
18218,2022,,,,,,,,,,,,,,General Electric Company,NYS,GE
18218,2020,0.780708814,0.503990771,0.227272727,0.848214286,0.543103448,0.930232558,0.63559322,0.893617021,0.584745763,0.58490566,0.880834306,0.855746791,0.903394256,General Electric Company,NYS,GE
18218,2021,0.794858089,0.543262378,0.291666667,0.814516129,0.5859375,0.955555556,0.689393939,0.882352941,0.598484849,0.55,0.914446581,0.891101346,0.916266667,General Electric Company,NYS,GE
18218,2018,0.805974387,0.449862194,0.09375,0.858695652,0.627659575,0.916666667,0.67,0.814285714,0.85,0.644444444,0.882362729,0.823793677,0.92773208,General Electric Company,NYS,GE
18218,2017,0.820539199,0.6852696,0.55,0.828947368,0.67948718,0.919354839,0.802325581,0.888888889,0.872093023,0.602564103,0.825334248,0.809907439,0.923448276,General Electric Company,NYS,GE
18221,2019,0.565937824,0.565937824,0.736842105,0.792397661,0.488571429,0.503205128,0.5078125,0.759615385,0.7578125,0.842696629,0.14774173,0.488072519,0.84571176,Goodyear Tire & Rubber Co,NSM,GT
18221,2021,0.654811272,0.589600758,0.524390244,0.715246637,0.799559471,0.541262136,0.725296443,0.751219512,0.743083004,0.844537815,0.328069212,0.66890964,0.869066667,Goodyear Tire & Rubber Co,NSM,GT
18221,2022,,,,,,,,,,,,,,Goodyear Tire & Rubber Co,NSM,GT
18221,2020,0.583199385,0.510349693,0.4375,0.679292929,0.514778325,0.52631579,0.613247863,0.754054054,0.754273504,0.823255814,0.188302217,0.597287048,0.855417755,Goodyear Tire & Rubber Co,NSM,GT
18221,2017,0.542157137,0.502785886,0.463414634,0.788461539,0.55952381,0.144736842,0.440972222,0.878640777,0.8125,0.902255639,0.195577648,0.54045252,0.762758621,Goodyear Tire & Rubber Co,NSM,GT
